transaction_id,score,threshold,feature,feature_value,shap_value,absolute_shap
4063767,0.07455909997224808,0.9891290664672852,Payment Format_ACH,1.0,1.7790471,1.7790471
4063767,0.07455909997224808,0.9891290664672852,weekday_cos,-0.7471885,-1.185633,1.185633
4063767,0.07455909997224808,0.9891290664672852,log_sender_prior_currency_count,-0.111547895,-0.99962413,0.99962413
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Saudi Riyal,0.0,0.8771362,0.8771362
4063767,0.07455909997224808,0.9891290664672852,log_sender_prior_currency_mean,0.13168319,-0.84196085,0.84196085
4063767,0.07455909997224808,0.9891290664672852,log_amount_paid,1.4364513,-0.83410335,0.83410335
4063767,0.07455909997224808,0.9891290664672852,Payment Format_Credit Card,0.0,-0.6703328,0.6703328
4063767,0.07455909997224808,0.9891290664672852,time_sin,-1.4544995,-0.62893605,0.62893605
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Ruble,0.0,-0.4634382,0.4634382
4063767,0.07455909997224808,0.9891290664672852,log_amount_received,1.4291372,-0.38539225,0.38539225
4063767,0.07455909997224808,0.9891290664672852,weekday_sin,0.8161067,-0.35374868,0.35374868
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Australian Dollar,0.0,-0.3522671,0.3522671
4063767,0.07455909997224808,0.9891290664672852,Payment Format_Cash,0.0,-0.3083191,0.3083191
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Yen,0.0,-0.30259618,0.30259618
4063767,0.07455909997224808,0.9891290664672852,Payment Format_Reinvestment,0.0,-0.28202257,0.28202257
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_UK Pound,0.0,-0.2710634,0.2710634
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Brazil Real,0.0,-0.26755434,0.26755434
4063767,0.07455909997224808,0.9891290664672852,Payment Format_Cheque,0.0,-0.25641066,0.25641066
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_UK Pound,0.0,-0.25457737,0.25457737
4063767,0.07455909997224808,0.9891290664672852,time_cos,-0.7451815,-0.25268257,0.25268257
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Shekel,0.0,-0.23489079,0.23489079
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Shekel,0.0,-0.22739936,0.22739936
4063767,0.07455909997224808,0.9891290664672852,log_sender_prior_currency_amount,0.06401394,-0.21515873,0.21515873
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Ruble,0.0,-0.21034871,0.21034871
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Yuan,0.0,-0.20908459,0.20908459
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Rupee,0.0,-0.19059843,0.19059843
4063767,0.07455909997224808,0.9891290664672852,log_receiver_prior_currency_mean,-0.9501196,0.16553226,0.16553226
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Mexican Peso,0.0,-0.13608138,0.13608138
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Euro,1.0,-0.114795126,0.114795126
4063767,0.07455909997224808,0.9891290664672852,Receiving Currency_Rupee,0.0,-0.11129625,0.11129625
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Bitcoin,0.0,0.11062131,0.11062131
4063767,0.07455909997224808,0.9891290664672852,Payment Currency_Yen,0.0,-0.09703217,0.09703217
